Employee ID,Age,Gender,Years at Company,Job Role,Monthly Income,Work-Life Balance,Job Satisfaction,Performance Rating,Number of Promotions,Overtime,Distance from Home,Education Level,Marital Status,Number of Dependents,Job Level,Company Size,Company Tenure,Remote Work,Leadership Opportunities,Innovation Opportunities,Company Reputation,Employee Recognition,Attrition
37386,25,Male,1,Healthcare,8247,Poor,Very High,Below Average,2,No,56,High School,Divorced,4,Entry,Medium,24,No,No,No,Good,Low,Left
69329,51,Female,20,Education,5396,Good,High,Below Average,1,No,22,PhD,Single,1,Senior,Medium,40,No,No,No,Good,Medium,Stayed
11016,44,Male,9,Education,4985,Good,Medium,Average,0,Yes,24,Associate Degree,Married,1,Senior,Large,52,No,No,No,Fair,Low,Stayed
12860,32,Male,17,Media,6028,Good,Very High,Average,0,No,94,Bachelor’s Degree,Married,1,Mid,Small,19,No,No,No,Good,High,Stayed
224,58,Male,2,Education,5705,Fair,High,Average,1,Yes,97,Associate Degree,Married,3,Mid,Medium,35,No,No,No,Good,Low,Left
70673,21,Male,12,Technology,8068,Excellent,Very High,Average,0,Yes,88,Master’s Degree,Single,0,Entry,Small,77,No,No,No,Good,Low,Left
29651,30,Male,9,Healthcare,8143,Good,Low,Average,0,No,58,High School,Single,0,Senior,Small,19,Yes,No,No,Poor,Low,Stayed
11490,38,Male,12,Education,6145,Fair,Low,Low,2,No,36,Master’s Degree,Married,0,Entry,Small,19,No,No,No,Poor,Medium,Left
60803,42,Female,19,Media,6455,Fair,Medium,High,2,No,41,Bachelor’s Degree,Married,4,Entry,Medium,52,No,Yes,No,Fair,Low,Left
42493,35,Female,14,Finance,8123,Poor,Very High,Average,0,No,7,High School,Married,0,Entry,Small,44,No,No,Yes,Good,Medium,Left
73706,55,Male,22,Healthcare,8370,Fair,High,Average,1,No,34,Associate Degree,Single,2,Senior,Small,61,No,No,No,Fair,Medium,Stayed
48913,41,Female,15,Healthcare,8802,Good,Very High,Average,0,Yes,96,Bachelor’s Degree,Divorced,1,Senior,Medium,63,No,No,No,Poor,Medium,Left
14701,34,Male,6,Media,5984,Poor,High,Average,0,No,99,Bachelor’s Degree,Married,1,Mid,Medium,58,No,No,No,Good,Low,Stayed
43135,59,Male,16,Finance,5138,Excellent,Low,Average,0,No,60,High School,Single,1,Mid,Large,78,No,No,No,Excellent,Medium,Stayed
27601,54,Male,39,Finance,2790,Fair,High,Below Average,3,No,36,Associate Degree,Single,3,Mid,Medium,41,No,No,No,Good,Medium,Left
16503,30,Male,20,Healthcare,11090,Good,Medium,Average,2,Yes,94,Bachelor’s Degree,Divorced,0,Mid,Large,68,No,No,No,Good,Low,Stayed
67573,59,Male,31,Technology,9752,Good,High,Average,1,Yes,25,Master’s Degree,Married,1,Mid,Medium,100,No,No,Yes,Fair,Medium,Left
60730,32,Male,23,Technology,9914,Good,Medium,Average,1,Yes,59,Associate Degree,Single,0,Mid,Medium,47,No,No,No,Good,Medium,Left
22048,21,Male,10,Finance,9443,Fair,Very High,High,0,No,97,Associate Degree,Single,0,Senior,Large,74,No,No,No,Good,High,Stayed
13548,43,Male,10,Media,4817,Fair,Medium,Average,2,No,56,Associate Degree,Divorced,1,Mid,Medium,76,No,No,No,Good,Medium,Stayed
25467,41,Male,9,Technology,6854,Good,Medium,High,0,No,99,High School,Single,0,Mid,Small,40,Yes,No,No,Fair,Low,Stayed
51076,42,Male,3,Education,4571,Excellent,High,Average,0,No,44,Master’s Degree,Married,0,Mid,Large,69,No,No,No,Good,High,Stayed
58008,25,Female,14,Education,4136,Good,High,Average,2,No,60,Bachelor’s Degree,Married,2,Entry,Large,64,No,No,Yes,Fair,Medium,Stayed
8780,58,Female,43,Technology,12112,Good,Low,Average,3,No,18,Associate Degree,Single,1,Entry,Medium,46,No,No,No,Good,Low,Stayed
13930,58,Female,31,Technology,9160,Poor,Medium,Low,1,No,58,Bachelor’s Degree,Married,2,Senior,Small,53,No,No,No,Good,Very High,Stayed
49180,54,Male,34,Education,6143,Good,High,Average,0,Yes,80,Bachelor’s Degree,Single,3,Mid,Medium,88,No,No,No,Good,Low,Stayed
53069,36,Female,21,Media,5873,Excellent,Medium,High,0,No,90,High School,Single,0,Mid,Small,31,No,No,No,Good,High,Stayed
12182,49,Male,27,Technology,10104,Poor,Medium,High,0,No,18,Bachelor’s Degree,Married,3,Entry,Medium,75,No,No,No,Good,High,Left
13302,46,Female,3,Technology,12450,Good,High,Below Average,0,No,48,Associate Degree,Divorced,1,Mid,Medium,43,No,No,No,Poor,Medium,Left
52802,24,Female,11,Education,3525,Good,Low,Average,0,Yes,78,Associate Degree,Single,0,Mid,Medium,89,No,No,No,Good,Very High,Left
50220,52,Female,37,Technology,8766,Good,Medium,Average,0,Yes,65,Bachelor’s Degree,Married,3,Mid,Medium,65,No,No,No,Fair,Medium,Stayed
36833,24,Female,15,Technology,10879,Excellent,High,High,0,No,9,High School,Married,1,Entry,Large,56,No,No,No,Good,High,Stayed
21177,22,Male,11,Education,4599,Good,Very High,High,0,No,45,Associate Degree,Married,3,Senior,Medium,52,No,No,No,Good,Low,Stayed
54869,58,Female,34,Technology,6643,Excellent,High,Low,2,No,19,Master’s Degree,Divorced,0,Entry,Small,89,Yes,No,No,Poor,High,Stayed
17771,37,Male,29,Healthcare,8520,Good,High,High,0,No,52,Master’s Degree,Married,2,Entry,Small,42,No,No,No,Good,High,Stayed
56368,47,Female,32,Healthcare,8883,Excellent,Medium,Average,4,No,56,High School,Divorced,2,Entry,Large,52,Yes,No,No,Fair,Very High,Stayed
37454,23,Male,12,Technology,11327,Good,High,High,2,No,2,Associate Degree,Married,0,Senior,Medium,75,No,No,No,Fair,Very High,Stayed
12251,36,Male,22,Healthcare,6328,Poor,High,Average,1,No,52,Bachelor’s Degree,Married,1,Mid,Medium,63,No,Yes,No,Good,Medium,Left
22972,58,Female,19,Finance,6792,Good,Medium,Average,2,No,6,Bachelor’s Degree,Divorced,1,Entry,Small,56,Yes,No,No,Good,Low,Stayed
3974,27,Male,15,Healthcare,6803,Good,Very High,Average,0,Yes,71,Master’s Degree,Married,4,Senior,Large,17,No,No,No,Poor,Medium,Stayed
57701,34,Male,1,Healthcare,7925,Good,Low,High,0,Yes,11,Associate Degree,Divorced,3,Mid,Large,23,No,No,Yes,Good,Medium,Stayed
7541,50,Female,12,Finance,9899,Poor,High,Average,0,No,46,High School,Divorced,3,Mid,Medium,43,No,No,No,Excellent,Low,Stayed
4827,34,Male,12,Media,6690,Fair,High,Average,0,No,31,Associate Degree,Married,2,Senior,Medium,47,Yes,No,No,Poor,Medium,Stayed
71696,48,Female,27,Education,4157,Good,High,Average,0,No,77,Bachelor’s Degree,Married,0,Entry,Small,82,No,No,No,Poor,High,Left
55496,40,Male,14,Healthcare,8757,Poor,High,High,1,No,19,PhD,Married,3,Mid,Medium,55,No,No,No,Fair,Medium,Stayed
26493,22,Female,4,Media,5908,Good,Medium,Average,0,Yes,2,Associate Degree,Single,0,Senior,Small,55,No,No,No,Fair,Medium,Stayed
25232,26,Female,15,Technology,9417,Fair,Medium,High,1,No,73,High School,Married,3,Mid,Medium,22,Yes,No,No,Poor,High,Left
62441,37,Female,8,Technology,8090,Good,High,Below Average,0,No,32,High School,Married,2,Entry,Large,76,No,No,No,Good,Low,Left
65138,27,Female,9,Healthcare,9468,Fair,Medium,Average,2,No,84,High School,Married,1,Entry,Large,67,No,No,No,Excellent,Low,Left
44045,24,Female,8,Education,4973,Fair,High,Average,0,Yes,27,Master’s Degree,Married,5,Mid,Large,75,No,No,No,Good,Low,Left
27790,25,Male,12,Finance,7132,Good,Very High,High,4,No,36,High School,Married,1,Mid,Large,65,No,No,No,Good,Medium,Stayed
71464,52,Male,19,Healthcare,6792,Fair,High,Average,0,No,73,Bachelor’s Degree,Divorced,0,Entry,Medium,86,No,No,No,Good,Low,Stayed
20571,35,Male,12,Media,5895,Good,Very High,Average,0,No,84,Associate Degree,Married,5,Mid,Large,33,Yes,No,No,Fair,Low,Stayed
54825,30,Female,11,Media,5346,Fair,Medium,Average,0,No,68,Master’s Degree,Married,2,Mid,Medium,47,No,No,Yes,Fair,High,Left
37256,55,Female,29,Education,4051,Poor,High,Average,1,No,35,Master’s Degree,Divorced,0,Entry,Medium,78,No,No,No,Poor,High,Left
7668,55,Female,12,Technology,12954,Excellent,High,Below Average,0,Yes,47,PhD,Married,3,Entry,Small,86,No,No,No,Poor,High,Stayed
69392,35,Female,26,Education,3640,Excellent,High,Average,0,Yes,4,High School,Married,0,Senior,Medium,42,No,No,Yes,Fair,Low,Stayed
8579,38,Male,17,Technology,7941,Fair,Medium,High,0,Yes,65,Associate Degree,Divorced,0,Senior,Medium,59,No,Yes,No,Excellent,High,Stayed
32001,34,Female,16,Media,6481,Fair,High,Low,0,No,51,Master’s Degree,Married,2,Senior,Medium,66,No,No,No,Good,High,Left
23381,35,Male,14,Finance,6795,Poor,Very High,Low,0,No,10,Master’s Degree,Single,4,Entry,Small,70,No,No,No,Good,Low,Left
44734,55,Male,14,Technology,9866,Good,Low,High,2,No,1,Master’s Degree,Divorced,0,Entry,Medium,58,No,No,No,Good,Medium,Stayed
64539,41,Female,19,Technology,6200,Good,High,High,0,Yes,38,Associate Degree,Married,0,Entry,Large,92,No,No,No,Poor,Medium,Left
73493,35,Male,22,Media,5794,Good,High,Average,2,No,4,Bachelor’s Degree,Single,0,Senior,Large,71,No,No,No,Good,Low,Stayed
1278,47,Female,37,Healthcare,9397,Excellent,Very High,Average,2,No,7,Associate Degree,Single,3,Mid,Medium,115,No,No,No,Good,Low,Left
55865,40,Female,16,Education,5649,Excellent,High,Low,0,No,53,Master’s Degree,Divorced,0,Entry,Small,29,No,No,No,Good,Medium,Left
14351,42,Female,34,Technology,9935,Poor,High,Average,0,Yes,56,Master’s Degree,Married,5,Mid,Large,42,No,No,No,Good,Low,Stayed
71031,57,Female,35,Technology,7283,Poor,High,Below Average,0,No,38,Bachelor’s Degree,Married,0,Mid,Medium,47,Yes,No,No,Poor,Low,Stayed
7525,35,Male,27,Healthcare,8210,Fair,Medium,High,0,No,12,Bachelor’s Degree,Married,1,Senior,Medium,70,No,No,No,Excellent,Low,Stayed
44593,51,Female,22,Healthcare,9999,Good,Medium,Average,0,No,37,PhD,Single,0,Entry,Medium,80,No,No,No,Good,Low,Stayed
33657,48,Male,14,Finance,9795,Poor,Very High,High,1,Yes,58,Master’s Degree,Married,3,Mid,Small,44,No,No,No,Good,High,Left
64676,45,Male,26,Media,6296,Good,High,Below Average,0,Yes,74,Bachelor’s Degree,Married,5,Entry,Medium,52,No,No,No,Excellent,Low,Stayed
43779,39,Male,15,Technology,11165,Good,High,Low,0,No,46,Bachelor’s Degree,Divorced,0,Mid,Small,30,No,No,No,Good,Medium,Stayed
3379,49,Female,34,Healthcare,7466,Excellent,High,Average,0,No,70,Associate Degree,Divorced,0,Entry,Small,38,No,No,No,Good,Low,Left
18402,54,Male,39,Finance,9880,Poor,Medium,Average,1,Yes,7,Bachelor’s Degree,Married,1,Mid,Small,70,No,No,Yes,Poor,Low,Stayed
26254,45,Male,36,Technology,9897,Excellent,Low,Average,2,Yes,23,Bachelor’s Degree,Married,1,Entry,Small,93,No,No,Yes,Poor,High,Left
19459,27,Female,14,Media,5877,Excellent,High,Average,2,No,96,High School,Married,0,Entry,Small,18,No,No,No,Good,High,Left
19224,24,Female,2,Education,4387,Good,High,Average,0,Yes,33,Master’s Degree,Married,0,Mid,Medium,52,No,No,No,Good,Medium,Left
24698,38,Male,11,Technology,8158,Good,High,Below Average,2,Yes,91,Associate Degree,Married,1,Senior,Medium,65,No,Yes,No,Good,Medium,Stayed
26228,33,Female,2,Healthcare,8166,Excellent,High,Average,2,No,38,Bachelor’s Degree,Married,1,Senior,Medium,32,No,No,No,Good,High,Stayed
44081,59,Male,40,Media,5574,Poor,Low,High,0,Yes,66,PhD,Married,0,Entry,Medium,86,Yes,No,No,Good,Low,Left
74458,42,Female,30,Technology,8280,Fair,High,Average,1,No,34,Master’s Degree,Single,2,Mid,Small,36,Yes,No,No,Excellent,Medium,Left
40239,56,Female,32,Media,6755,Poor,Very High,Below Average,0,No,37,Associate Degree,Married,3,Mid,Medium,70,Yes,No,Yes,Poor,High,Stayed
16181,56,Female,7,Education,5089,Fair,High,Average,3,No,80,Bachelor’s Degree,Single,0,Entry,Medium,21,Yes,No,Yes,Good,Medium,Stayed
22816,55,Male,45,Healthcare,8436,Fair,High,Average,0,No,80,Bachelor’s Degree,Married,3,Entry,Medium,66,No,No,Yes,Good,Medium,Left
41232,55,Female,42,Technology,7118,Good,Very High,Average,0,Yes,14,Master’s Degree,Married,2,Mid,Medium,53,No,No,No,Good,Low,Stayed
35153,38,Male,29,Technology,11948,Excellent,High,Average,2,Yes,36,Master’s Degree,Married,1,Senior,Large,58,No,No,No,Fair,Low,Stayed
57932,54,Male,42,Healthcare,9595,Good,Medium,Average,0,Yes,71,High School,Married,2,Entry,Medium,65,Yes,No,No,Good,High,Stayed
71502,53,Male,39,Education,4301,Good,Very High,Average,0,Yes,16,Bachelor’s Degree,Single,6,Entry,Large,59,No,No,No,Good,Medium,Stayed
18869,30,Male,1,Technology,6730,Fair,Medium,Average,0,No,5,PhD,Married,2,Senior,Medium,55,No,No,No,Fair,Low,Stayed
74494,44,Male,5,Media,4940,Good,High,Below Average,0,Yes,49,Bachelor’s Degree,Single,2,Entry,Medium,53,No,No,No,Good,High,Left
65916,49,Male,35,Education,4771,Good,High,Average,2,No,57,Bachelor’s Degree,Married,2,Entry,Medium,92,No,No,No,Poor,Medium,Left
63442,49,Female,20,Healthcare,8412,Good,High,Average,1,Yes,95,Master’s Degree,Single,4,Mid,Medium,54,No,No,No,Excellent,Medium,Left
38603,33,Male,10,Education,4822,Fair,Very High,Average,0,Yes,51,PhD,Divorced,2,Mid,Medium,82,No,No,No,Good,Low,Stayed
70200,22,Female,6,Healthcare,7096,Excellent,High,Average,1,Yes,23,Associate Degree,Single,4,Senior,Medium,21,No,No,No,Good,Low,Stayed
41334,24,Male,10,Healthcare,7252,Excellent,Medium,Average,1,Yes,98,Master’s Degree,Married,1,Mid,Medium,32,Yes,No,No,Good,Medium,Stayed
63208,27,Male,3,Technology,7354,Excellent,High,Average,0,No,16,Master’s Degree,Divorced,1,Entry,Small,66,No,No,Yes,Good,Medium,Left
4899,22,Female,11,Finance,6181,Good,Very High,Average,1,No,85,Associate Degree,Divorced,1,Mid,Small,66,No,No,Yes,Poor,High,Left
66247,33,Male,19,Healthcare,7981,Good,Medium,Average,0,No,28,Bachelor’s Degree,Married,0,Entry,Small,74,No,No,No,Good,Medium,Stayed
8041,22,Female,13,Finance,10270,Good,High,Average,1,No,83,Associate Degree,Married,0,Mid,Medium,79,Yes,No,No,Fair,High,Stayed
41034,50,Female,30,Education,4244,Good,Medium,Average,2,Yes,40,High School,Single,3,Senior,Large,57,No,No,No,Fair,Medium,Stayed
53581,47,Female,14,Media,4953,Poor,Very High,High,0,No,39,Bachelor’s Degree,Single,4,Senior,Medium,89,No,No,Yes,Poor,Low,Left
9763,41,Female,3,Finance,7950,Good,High,High,0,Yes,87,Bachelor’s Degree,Divorced,4,Mid,Medium,78,No,No,No,Fair,Low,Stayed
39528,42,Female,12,Media,6220,Fair,High,Average,0,No,52,High School,Single,5,Mid,Medium,76,No,No,No,Poor,High,Left
69509,37,Male,14,Technology,8957,Fair,Very High,High,0,Yes,27,High School,Married,6,Mid,Medium,89,Yes,No,No,Good,Medium,Stayed
12478,49,Male,17,Healthcare,7587,Good,High,Average,0,No,50,Master’s Degree,Divorced,1,Entry,Medium,91,No,No,No,Excellent,High,Left
19653,53,Male,1,Finance,12288,Fair,High,High,0,No,8,High School,Married,1,Senior,Medium,42,No,No,No,Poor,High,Left
9589,47,Male,24,Finance,8598,Fair,High,High,0,No,50,Bachelor’s Degree,Married,1,Entry,Medium,46,No,No,No,Fair,High,Stayed
68279,38,Female,20,Finance,10449,Excellent,High,Below Average,0,No,81,Bachelor’s Degree,Married,0,Mid,Small,49,No,No,No,Good,Low,Stayed
57900,42,Male,8,Media,6580,Fair,Medium,Average,0,Yes,99,High School,Single,1,Entry,Medium,35,No,No,No,Good,High,Left
4733,44,Male,21,Healthcare,6117,Excellent,High,Average,0,Yes,93,Associate Degree,Married,0,Senior,Small,96,Yes,No,No,Good,Low,Stayed
64599,55,Male,26,Media,5811,Good,Very High,Average,3,Yes,59,Master’s Degree,Married,1,Entry,Large,89,No,No,No,Good,Low,Stayed
44832,27,Female,14,Education,4251,Good,Medium,Average,0,Yes,97,Bachelor’s Degree,Divorced,2,Mid,Medium,56,No,No,No,Poor,High,Stayed
15745,57,Male,2,Technology,9437,Good,Medium,Average,2,No,7,PhD,Single,1,Entry,Medium,33,No,No,No,Good,Medium,Stayed
41266,55,Male,9,Education,5279,Good,High,Average,0,Yes,42,PhD,Married,4,Mid,Medium,44,No,No,No,Good,Medium,Stayed
49449,57,Male,20,Technology,5455,Good,High,Average,3,No,69,High School,Married,1,Mid,Small,70,No,No,No,Fair,High,Stayed
40507,21,Male,2,Technology,12020,Fair,Very High,Average,0,Yes,18,Bachelor’s Degree,Married,1,Senior,Medium,46,No,No,Yes,Good,Low,Stayed
37167,58,Male,33,Media,6238,Fair,High,High,2,No,43,Associate Degree,Married,3,Mid,Small,69,No,No,No,Good,Medium,Stayed
40515,32,Female,8,Healthcare,8320,Fair,Very High,Average,2,No,66,Bachelor’s Degree,Single,3,Senior,Large,34,No,No,No,Fair,Medium,Left
35367,42,Female,20,Finance,10080,Good,High,Average,1,Yes,43,Associate Degree,Single,2,Entry,Large,85,No,No,No,Excellent,High,Left
58193,40,Female,5,Education,5040,Good,High,Below Average,0,Yes,56,Associate Degree,Single,0,Mid,Large,32,No,No,No,Good,Medium,Left
30167,51,Female,31,Media,5976,Excellent,High,High,0,Yes,69,Bachelor’s Degree,Single,2,Entry,Medium,46,No,No,No,Fair,Medium,Left
22023,25,Male,4,Finance,11738,Good,Low,Average,0,No,33,Master’s Degree,Married,4,Entry,Medium,30,No,No,No,Good,Low,Left
25527,42,Female,7,Healthcare,7790,Fair,Low,Average,0,Yes,75,High School,Single,3,Mid,Small,77,No,No,No,Fair,Very High,Left
33738,21,Male,11,Finance,6037,Good,Low,Below Average,2,No,40,High School,Single,1,Mid,Medium,76,No,No,No,Good,Medium,Stayed
52333,24,Female,9,Healthcare,9836,Good,High,Low,2,No,21,Master’s Degree,Single,0,Mid,Medium,85,No,No,No,Excellent,Low,Left
14475,49,Female,38,Technology,8243,Good,High,High,0,Yes,73,Bachelor’s Degree,Single,1,Senior,Medium,81,No,No,No,Poor,High,Stayed
62610,25,Female,4,Technology,9063,Good,Low,High,2,No,65,Associate Degree,Single,0,Mid,Medium,36,No,No,No,Good,Low,Left
43686,21,Male,9,Finance,9804,Good,Very High,Average,1,No,62,Master’s Degree,Married,1,Entry,Small,49,No,No,No,Good,Low,Stayed
23893,41,Female,31,Education,3043,Fair,High,Average,0,No,78,Associate Degree,Married,2,Entry,Medium,91,No,No,No,Good,Low,Stayed
30427,53,Male,43,Media,6484,Good,Medium,Below Average,1,Yes,47,Bachelor’s Degree,Married,4,Mid,Large,75,No,No,No,Good,Low,Stayed
16675,58,Female,22,Healthcare,8639,Excellent,High,Below Average,0,No,84,High School,Single,2,Entry,Medium,80,Yes,No,No,Poor,Medium,Left
15967,55,Female,21,Finance,7723,Good,Very High,High,2,No,15,Master’s Degree,Married,2,Mid,Large,68,No,No,No,Poor,Low,Left
49513,21,Male,7,Finance,9736,Poor,Very High,Average,0,No,97,Associate Degree,Married,1,Senior,Large,38,No,No,No,Poor,Low,Left
65673,49,Female,8,Education,5951,Good,Very High,Average,0,No,48,Bachelor’s Degree,Divorced,4,Senior,Medium,85,Yes,No,Yes,Poor,Medium,Stayed
46066,46,Male,11,Media,5801,Excellent,Very High,Average,2,No,97,Master’s Degree,Single,1,Mid,Medium,15,No,No,Yes,Fair,Low,Left
49098,38,Male,27,Media,5608,Good,Low,Average,0,No,48,Master’s Degree,Married,0,Senior,Medium,45,No,No,No,Good,Low,Stayed
15935,42,Male,1,Finance,6408,Excellent,Low,High,2,No,17,Bachelor’s Degree,Married,1,Mid,Medium,17,No,No,No,Good,High,Stayed
10614,39,Female,14,Technology,9522,Fair,Low,Average,2,No,76,Bachelor’s Degree,Single,0,Senior,Medium,93,Yes,No,Yes,Good,Low,Left
48338,38,Male,12,Technology,10873,Good,High,High,0,No,79,Bachelor’s Degree,Married,4,Senior,Small,22,Yes,No,No,Good,Low,Stayed
21737,53,Male,22,Education,5062,Good,Very High,Average,1,No,20,Bachelor’s Degree,Married,0,Mid,Medium,48,No,No,No,Good,Medium,Stayed
11971,54,Male,17,Healthcare,7228,Good,High,Average,0,No,36,Associate Degree,Married,3,Mid,Medium,37,No,No,No,Good,Medium,Stayed
7285,38,Female,22,Media,6768,Excellent,Very High,Average,1,Yes,78,Bachelor’s Degree,Married,0,Mid,Small,89,No,No,No,Excellent,Low,Stayed
45458,32,Female,6,Healthcare,8217,Fair,Very High,High,0,No,11,Bachelor’s Degree,Single,2,Senior,Medium,40,No,No,No,Good,Medium,Stayed
17507,40,Male,8,Technology,8242,Good,High,Average,2,No,99,Associate Degree,Single,2,Entry,Large,19,No,No,No,Good,Low,Left
27052,26,Female,8,Technology,9294,Fair,Medium,High,1,No,79,Bachelor’s Degree,Divorced,2,Senior,Medium,19,No,No,No,Good,Medium,Left
49374,35,Female,23,Finance,3622,Excellent,Low,High,0,No,1,Bachelor’s Degree,Married,1,Entry,Medium,32,No,No,No,Fair,Low,Left
31493,40,Female,21,Media,5991,Excellent,High,Average,1,No,11,Bachelor’s Degree,Single,3,Mid,Small,100,No,No,No,Good,High,Left
61413,38,Female,7,Healthcare,7959,Good,Very High,Average,0,No,47,Bachelor’s Degree,Single,5,Senior,Medium,56,No,No,No,Good,Medium,Stayed
50794,40,Female,32,Technology,9759,Fair,Medium,Average,2,No,51,Associate Degree,Married,3,Senior,Small,104,No,No,No,Good,Low,Stayed
68414,21,Male,9,Technology,7875,Poor,High,Low,0,Yes,16,PhD,Married,2,Mid,Medium,70,Yes,No,Yes,Fair,Low,Stayed
28263,18,Male,3,Technology,9018,Excellent,Very High,Below Average,0,No,29,Bachelor’s Degree,Married,1,Mid,Medium,27,No,No,No,Good,Low,Stayed
2277,54,Female,15,Healthcare,7219,Good,High,Average,0,No,55,Master’s Degree,Married,0,Entry,Medium,74,No,Yes,No,Good,High,Left
71487,21,Female,13,Healthcare,7526,Fair,Low,Below Average,0,No,97,Bachelor’s Degree,Married,2,Mid,Small,68,No,No,No,Poor,Medium,Left
72615,45,Female,3,Education,4472,Good,Medium,High,0,No,22,Master’s Degree,Married,2,Entry,Medium,13,No,No,No,Good,High,Stayed
18290,22,Female,8,Media,5993,Good,High,Below Average,2,Yes,86,Bachelor’s Degree,Married,3,Mid,Medium,62,No,No,Yes,Excellent,Medium,Stayed
30799,32,Female,20,Technology,6528,Good,High,Average,2,No,28,High School,Married,1,Entry,Medium,57,No,No,No,Good,Medium,Stayed
17642,56,Male,2,Technology,11213,Fair,Low,Average,1,No,19,Bachelor’s Degree,Single,0,Entry,Small,76,No,No,No,Good,High,Left
71314,19,Female,1,Finance,9342,Fair,Low,Below Average,3,No,93,Associate Degree,Single,0,Entry,Medium,2,Yes,No,No,Poor,Low,Left
19293,25,Male,17,Technology,8548,Good,Very High,Average,3,No,56,PhD,Married,2,Senior,Medium,24,No,No,No,Good,High,Stayed
34562,29,Female,14,Technology,9013,Excellent,High,Average,0,No,9,Bachelor’s Degree,Married,1,Entry,Small,56,Yes,No,Yes,Fair,High,Stayed
25044,44,Male,10,Healthcare,6730,Excellent,Very High,High,0,No,42,High School,Married,1,Senior,Large,53,No,Yes,No,Good,High,Stayed
58093,39,Female,27,Media,5552,Fair,Low,Average,0,No,11,Associate Degree,Single,4,Mid,Medium,103,No,No,No,Good,Medium,Left
30964,54,Female,19,Technology,8043,Poor,Very High,Average,0,No,23,Associate Degree,Single,4,Mid,Medium,54,No,No,No,Good,High,Left
16824,32,Female,17,Education,5034,Excellent,High,Below Average,1,Yes,14,Associate Degree,Married,3,Senior,Medium,67,No,No,No,Good,Low,Stayed
851,48,Male,20,Technology,8420,Good,High,Average,0,Yes,63,Master’s Degree,Single,0,Entry,Medium,71,No,No,Yes,Good,Medium,Left
46949,59,Male,45,Healthcare,8437,Fair,High,Average,1,No,24,Bachelor’s Degree,Married,2,Senior,Small,49,No,No,Yes,Poor,Low,Stayed
3640,25,Female,17,Healthcare,7187,Good,High,Low,1,Yes,47,Associate Degree,Single,4,Mid,Large,87,Yes,No,Yes,Fair,Low,Left
61524,34,Male,25,Technology,10569,Fair,High,Average,3,No,86,Master’s Degree,Divorced,0,Senior,Small,39,No,No,No,Excellent,Low,Stayed
52095,33,Female,8,Healthcare,7106,Poor,Low,High,1,No,97,PhD,Married,1,Senior,Small,83,Yes,No,No,Poor,Medium,Stayed
26147,24,Female,6,Education,3720,Excellent,High,Low,0,Yes,68,Bachelor’s Degree,Single,0,Entry,Medium,53,Yes,No,No,Good,Medium,Left
38583,59,Female,17,Technology,10380,Good,High,Average,3,No,92,Bachelor’s Degree,Married,0,Entry,Medium,47,No,No,No,Poor,Low,Stayed
12031,53,Female,45,Education,3417,Fair,Low,Average,0,No,74,Bachelor’s Degree,Married,6,Mid,Large,46,Yes,No,No,Good,High,Left
39811,27,Male,12,Healthcare,7096,Fair,High,High,0,No,53,Bachelor’s Degree,Single,0,Mid,Medium,40,No,No,Yes,Good,Medium,Stayed
14890,32,Female,11,Healthcare,6968,Fair,Medium,High,2,No,90,Master’s Degree,Married,0,Mid,Medium,75,No,No,No,Poor,Medium,Stayed
36502,25,Male,12,Healthcare,8467,Fair,Low,Average,0,Yes,9,High School,Married,4,Entry,Small,56,No,No,Yes,Good,Medium,Left
7029,56,Female,26,Healthcare,8998,Good,High,High,1,Yes,31,High School,Single,0,Senior,Small,43,No,No,No,Fair,High,Left
42805,31,Male,22,Healthcare,8044,Excellent,Very High,Average,0,No,64,Master’s Degree,Married,0,Mid,Small,41,No,No,Yes,Good,High,Stayed
71263,34,Male,18,Healthcare,7633,Poor,Medium,Average,0,Yes,48,Bachelor’s Degree,Single,0,Entry,Small,85,No,No,Yes,Good,High,Stayed
28816,46,Female,11,Media,6138,Poor,High,High,0,No,43,Associate Degree,Divorced,0,Entry,Small,87,No,No,No,Fair,Medium,Left
2023,32,Male,5,Technology,8574,Fair,High,Average,0,No,28,Bachelor’s Degree,Married,4,Entry,Medium,17,Yes,No,No,Good,Medium,Stayed
21961,51,Male,20,Finance,8553,Fair,High,Average,0,No,56,Master’s Degree,Married,1,Mid,Small,41,Yes,Yes,Yes,Good,Very High,Stayed
2724,45,Female,16,Finance,8983,Excellent,Very High,Average,2,No,64,Bachelor’s Degree,Married,3,Entry,Large,74,No,No,No,Excellent,High,Left
62297,29,Female,8,Healthcare,9790,Excellent,Very High,Below Average,2,Yes,87,High School,Married,0,Entry,Medium,47,No,Yes,No,Good,Medium,Stayed
68716,48,Male,36,Technology,8733,Good,High,Below Average,0,No,36,Bachelor’s Degree,Married,1,Entry,Small,86,No,No,No,Good,Medium,Stayed
40854,48,Female,23,Education,5137,Fair,Very High,High,1,No,87,High School,Divorced,2,Entry,Small,89,No,No,No,Fair,High,Left
59205,55,Male,8,Education,4325,Poor,High,Average,1,No,17,Master’s Degree,Single,0,Entry,Large,42,No,No,No,Good,Medium,Left
69157,38,Male,14,Technology,11339,Excellent,Very High,Average,1,Yes,65,Master’s Degree,Married,1,Entry,Medium,85,No,Yes,Yes,Good,High,Stayed
